STATE,DISTRICT,YEAR,CROP,AREA,PRODUCTION,YIELD,SEASON,ph,organic matter(%),Available Nitrogen(Kg./Ha.),Available Phosphorus(Kg./Ha.),Available Potash(Kg./Ha.),TOTAL RAINFALL PER YEAR(mm)
BIHAR,Araria,2005,GRAM,740.0,696.0,0.94,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,RICE,13735.0,22993.0,1.67,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,LINSEED,1414.0,1210.0,0.86,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MOONG,8813.0,4627.0,0.53,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,LINSEED,2267.0,1428.0,0.63,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,TURMERIC,,141.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,GARLIC,,459.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,JOWAR,,24.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,RICE,97100.0,112440.0,1.16,WINTER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,MASOOR,,2124.0,,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,SESAMUM,4.0,2.0,0.5,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,SUGARCANE,,3146.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,RAGI,792.0,611.0,0.77,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,PEAS & BEANS (PULSES),,2744.0,,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,WHEAT,46331.0,77310.0,1.67,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MAIZE,8099.0,38893.0,4.8,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,KESARI,,2909.0,,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,MESTA,2441.0,19447.0,7.97,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,POTATO,4187.0,33232.0,7.94,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,RAGI,1209.0,744.0,0.62,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,RICE,132213.0,159432.0,1.21,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,POTATO,7467.0,77822.0,10.42,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,GARLIC,,601.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,SESAMUM,27.0,21.0,0.78,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,BARLEY,28.0,29.0,1.04,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,RICE,13933.0,15994.0,1.15,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MAIZE,17565.0,63046.0,3.59,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,JUTE,36430.0,381530.0,10.47,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,SUNFLOWER,2316.0,1297.0,0.56,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,RAGI,824.0,529.0,0.64,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,CORIANDER,,151.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,MAIZE,26062.0,103915.0,3.99,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,RICE,25554.0,34078.0,1.33,AUTUMN,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,JUTE,33713.0,332260.0,9.86,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,BARLEY,52.0,60.0,1.15,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,WHEAT,57551.0,40153.0,0.7,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,MAIZE,7321.0,24450.0,3.34,AUTUMN,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,SMALL MILLETS,,46.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,DRY CHILLIES,,183.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2000,OTHER RABI PULSES,,72.0,,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,POTATO,4629.0,13702.0,2.96,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,RAPESEED &MUSTARD,3794.0,2337.0,0.62,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,MAIZE,6905.0,9059.0,1.31,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,BARLEY,27.0,30.0,1.11,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,RICE,103036.0,103912.0,1.01,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,GRAM,524.0,498.0,0.95,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,MOONG,6076.0,3226.0,0.53,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,GARLIC,,575.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,ARHAR (TUR),325.0,401.0,1.23,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,MOONG,6396.0,3326.0,0.52,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MAIZE,8602.0,21676.0,2.52,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,RICE,21378.0,23999.0,1.12,AUTUMN,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,GRAM,1052.0,1129.0,1.07,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,URAD,,677.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,JUTE,35091.0,188322.0,5.37,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MESTA,3042.0,22190.0,7.29,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,GROUNDNUT,,57.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,MESTA,3392.0,42720.0,12.59,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,MAIZE,8439.0,30053.0,3.56,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MOONG,7716.0,4074.0,0.53,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,MAIZE,3205.0,7936.0,2.48,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,GARLIC,,282.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,RAGI,824.0,491.0,0.6,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,ARHAR (TUR),546.0,822.0,1.51,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,WHEAT,50635.0,91612.0,1.81,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,WHEAT,57959.0,64655.0,1.12,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,MAIZE,864.0,2477.0,2.87,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,SWEET POTATO,300.0,4071.0,13.57,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,MAIZE,5759.0,7097.0,1.23,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,URAD,,200.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2004,MAIZE,7001.0,19755.0,2.82,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,MOONG,7105.0,3821.0,0.54,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,MAIZE,9583.0,45404.0,4.74,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,DRY CHILLIES,,184.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1999,POTATO,6790.0,50606.0,7.45,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,MAIZE,9583.0,44456.0,4.64,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,RAPESEED &MUSTARD,2903.0,1994.0,0.69,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,OTHER KHARIF PULSES,41.0,24.0,0.59,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,MOONG,2198.0,1350.0,0.61,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,TURMERIC,,259.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,ONION,,8533.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,RICE,91513.0,18339.0,0.2,WINTER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,RICE,15660.0,22803.0,1.46,SUMMER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,GROUNDNUT,,114.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,MESTA,3019.0,18835.0,6.24,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,POTATO,3454.0,37614.0,10.89,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,RICE,138639.0,142541.0,1.03,TOTAL ,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1999,MOONG,7390.0,4072.0,0.55,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2007,CORIANDER,,139.0,,WHOLE YEAR,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,SMALL MILLETS,,292.0,,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2008,MOONG,1985.0,1261.0,0.64,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2006,PEAS & BEANS (PULSES),,971.0,,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2001,OTHER KHARIF PULSES,50.0,28.0,0.56,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,RICE,82557.0,43894.0,0.53,WINTER,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,2005,MAIZE,8066.0,22393.0,2.78,KHARIF,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Araria,1998,OTHER RABI PULSES,,5334.0,,RABI,7.15,0.6,225.0,22.5,200.0,1450.0
BIHAR,Arhasia,1999,ARHAR (TUR),973.0,1225.0,1.26,KHARIF,,,,,,
BIHAR,Arhasia,1999,BANANA,132.0,936.0,7.09,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,CORIANDER,434.0,226.0,0.52,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,DRY GINGER,315.0,459.0,1.46,KHARIF,,,,,,
BIHAR,Arhasia,1999,GARLIC,184.0,261.0,1.42,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,GRAM,933.0,711.0,0.76,RABI,,,,,,
BIHAR,Arhasia,1999,GROUNDNUT,,94.0,,KHARIF,,,,,,
BIHAR,Arhasia,1999,HORSEGRAM,2427.0,2398.0,0.99,KHARIF,,,,,,
BIHAR,Arhasia,1999,JOWAR,96.0,116.0,1.21,KHARIF,,,,,,
BIHAR,Arhasia,1999,JUTE,32986.0,240798.0,7.3,KHARIF,,,,,,
BIHAR,Arhasia,1999,KESARI,5693.0,4924.0,0.86,RABI,,,,,,
BIHAR,Arhasia,1999,LINSEED,3221.0,1991.0,0.62,RABI,,,,,,
BIHAR,Arhasia,1999,MAIZE,19701.0,32190.0,1.63,TOTAL ,,,,,,
BIHAR,Arhasia,1999,MAIZE,6572.0,12074.0,1.84,KHARIF,,,,,,
BIHAR,Arhasia,1999,MAIZE,4857.0,10302.0,2.12,RABI,,,,,,
BIHAR,Arhasia,1999,MAIZE,8272.0,9814.0,1.19,SUMMER,,,,,,
BIHAR,Arhasia,1999,MASOOR,2806.0,1855.0,0.66,RABI,,,,,,
BIHAR,Arhasia,1999,MESTA,2654.0,20347.0,7.67,KHARIF,,,,,,
BIHAR,Arhasia,1999,MOONG,1822.0,905.0,0.5,KHARIF,,,,,,
BIHAR,Arhasia,1999,ONION,1688.0,12626.0,7.48,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,POTATO,4201.0,30541.0,7.27,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,RAGI,1272.0,876.0,0.69,KHARIF,,,,,,
BIHAR,Arhasia,1999,RAPESEED &MUSTARD,3607.0,1949.0,0.54,RABI,,,,,,
BIHAR,Arhasia,1999,RICE,24619.0,23238.0,0.94,KHARIF,,,,,,
BIHAR,Arhasia,1999,RICE,38395.0,47965.0,1.25,TOTAL ,,,,,,
BIHAR,Arhasia,1999,SESAMUM,67.0,25.0,0.37,KHARIF,,,,,,
BIHAR,Arhasia,1999,SUGARCANE,72.0,1820.0,25.28,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,SWEET POTATO,703.0,9585.0,13.63,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,TURMERIC,98.0,193.0,1.97,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,URAD,1251.0,923.0,0.74,KHARIF,,,,,,
BIHAR,Arhasia,1999,WHEAT,50636.0,117438.0,2.32,RABI,,,,,,
BIHAR,Arhasia,1999,BAJRA,,187.0,,KHARIF,,,,,,
BIHAR,Arhasia,1999,DRY CHILLIES,688.0,654.0,0.95,WHOLE YEAR,,,,,,
BIHAR,Arhasia,1999,PEAS & BEANS (PULSES),1464.0,1047.0,0.72,RABI,,,,,,
BIHAR,Arhasia,1999,RICE,13776.0,24727.0,1.79,SUMMER,,,,,,
BIHAR,Arhasia,1999,SUNFLOWER,1859.0,1964.0,1.06,KHARIF,,,,,,
BIHAR,Arhasia,2000,HORSEGRAM,2872.0,2838.0,0.99,KHARIF,,,,,,
BIHAR,Arhasia,2000,JUTE,31452.0,302289.0,9.61,KHARIF,,,,,,
BIHAR,Arhasia,2000,RICE,14317.0,22609.0,1.58,SUMMER,,,,,,
BIHAR,Arhasia,2000,MAIZE,6964.0,9450.0,1.36,KHARIF,,,,,,
BIHAR,Arhasia,2000,MAIZE,4239.0,6986.0,1.65,RABI,,,,,,
BIHAR,Arhasia,2000,MAIZE,7239.0,18465.0,2.55,SUMMER,,,,,,
BIHAR,Arhasia,2000,MESTA,4437.0,56301.0,12.69,KHARIF,,,,,,
BIHAR,Arhasia,2000,MOONG,1532.0,917.0,0.6,KHARIF,,,,,,
BIHAR,Arhasia,2000,ONION,342.0,2712.0,7.93,WHOLE YEAR,,,,,,
BIHAR,Arhasia,2000,OTHER RABI PULSES,,72.0,,RABI,,,,,,
